X	Y	R	G	B
0.26	0.65	68	167	1
0.26	0.66	68	168	1
0.26	0.67	67	171	1
0.26	0.68	67	174	1
0.26	0.69	68	175	1
0.26	0.7	68	178	1
0.26	0.71	68	181	1
0.26	0.72	68	182	1
0.26	0.73	68	185	1
0.26	0.74	69	189	1
0.26	0.75	69	192	1
0.26	0.76	69	194	1
0.26	0.77	69	198	1
0.26	0.78	69	200	1
0.26	0.79	70	202	1
0.26	0.8	70	205	1
0.26	0.81	70	207	1
0.26	0.82	70	209	1
0.26	0.83	69	212	1
0.26	0.84	69	215	1
0.26	0.85	68	219	1
0.26	0.86	68	221	1
0.26	0.87	67	224	1
0.26	0.88	67	227	1
0.26	0.89	67	228	1
0.26	0.9	68	231	1
0.26	0.91	68	233	1
0.26	0.92	68	235	1
0.26	0.93	68	237	1
0.26	0.94	68	240	1
0.26	0.95	68	244	1
0.26	0.96	67	246	1
0.26	0.97	67	249	1
0.26	0.98	66	251	0
0.26	0.99	66	252	0
0.26	1.0	66	252	0
0.27	0.0	70	3	2
0.27	0.01	71	4	2
0.27	0.02	71	5	2
0.27	0.03	71	7	2
0.27	0.04	71	9	2
0.27	0.05	71	12	1
0.27	0.06	71	14	1
0.27	0.07	71	17	1
0.27	0.08	71	20	1
0.27	0.09	71	22	1
0.27	0.1	71	26	1
0.27	0.11	71	29	1
0.27	0.12	70	31	1
0.27	0.13	71	34	0
0.27	0.14	71	36	0
0.27	0.15	71	39	0
0.27	0.16	71	41	0
0.27	0.17	71	43	0
0.27	0.18	70	47	1
0.27	0.19	70	48	1
0.27	0.2	70	51	1
0.27	0.21	70	54	1
0.27	0.22	70	56	1
0.27	0.23	70	59	1
0.27	0.24	70	62	1
0.27	0.25	71	65	1
0.27	0.26	71	66	1
0.27	0.27	71	69	1
0.27	0.28	71	73	1
0.27	0.29	70	74	1
0.27	0.3	70	77	0
0.27	0.31	70	80	0
0.27	0.32	70	82	0
0.27	0.33	71	84	0
0.27	0.34	71	87	0
0.27	0.35	71	89	0
0.27	0.36	71	91	0
0.27	0.37	71	94	0
0.27	0.38	71	97	1
0.27	0.39	71	99	1
0.27	0.4	71	101	1
0.27	0.41	71	104	1
0.27	0.42	71	106	1
0.27	0.43	72	109	1
0.27	0.44	72	112	1
0.27	0.45	72	115	1
0.27	0.46	72	117	1
0.27	0.47	71	121	1
0.27	0.48	71	124	1
0.27	0.49	70	126	1
0.27	0.5	70	128	1
0.27	0.51	70	131	1
0.27	0.52	70	133	1
0.27	0.53	70	136	1
0.27	0.54	70	138	1
0.27	0.55	70	142	1
0.27	0.56	70	143	1
0.27	0.57	70	147	1
0.27	0.58	70	150	1
0.27	0.59	70	151	1
0.27	0.6	70	154	1
0.27	0.61	70	157	0
0.27	0.62	70	158	0
0.27	0.63	70	161	0
0.27	0.64	70	164	1
0.27	0.65	70	167	1
0.27	0.66	70	168	1
0.27	0.67	70	171	1
0.27	0.68	70	174	1
0.27	0.69	70	176	1
0.27	0.7	70	178	1
0.27	0.71	70	181	1
0.27	0.72	71	183	1
0.27	0.73	71	185	1
0.27	0.74	71	189	1
0.27	0.75	71	192	1
0.27	0.76	71	194	1
0.27	0.77	71	197	1
0.27	0.78	72	200	1
0.27	0.79	72	202	1
0.27	0.8	72	204	1
0.27	0.81	72	207	1
0.27	0.82	72	209	1
0.27	0.83	72	212	1
0.27	0.84	71	215	1
0.27	0.85	71	219	1
0.27	0.86	71	221	1
0.27	0.87	71	224	1
0.27	0.88	71	227	1
0.27	0.89	71	228	1
0.27	0.9	71	231	1
0.27	0.91	71	234	1
0.27	0.92	71	235	1
0.27	0.93	71	238	1
0.27	0.94	71	241	1
0.27	0.95	70	244	1
0.27	0.96	70	246	1
0.27	0.97	69	249	1
0.27	0.98	69	251	1
0.27	0.99	69	252	1
0.27	1.0	69	252	1
0.28	0.0	73	4	2
0.28	0.01	73	4	2
0.28	0.02	73	5	2
0.28	0.03	73	7	2
0.28	0.04	73	10	2
0.28	0.05	73	13	2
0.28	0.06	74	14	2
0.28	0.07	74	17	2
0.28	0.08	73	20	2
0.28	0.09	73	22	1
0.28	0.1	73	26	1
0.28	0.11	73	29	1
0.28	0.12	73	30	1
0.28	0.13	73	33	1
0.28	0.14	73	36	0
0.28	0.15	73	39	0
0.28	0.16	73	40	0
0.28	0.17	73	43	1
0.28	0.18	72	46	1
0.28	0.19	72	48	1
0.28	0.2	72	51	1
0.28	0.21	72	54	1
0.28	0.22	72	56	2
0.28	0.23	72	59	2
0.28	0.24	72	62	2
0.28	0.25	73	65	2
0.28	0.26	73	67	2
0.28	0.27	73	70	1
0.28	0.28	73	73	1
0.28	0.29	73	75	1
0.28	0.3	73	78	0
0.28	0.31	73	81	0
0.28	0.32	73	82	0
0.28	0.33	73	85	0
0.28	0.34	73	88	0
0.28	0.35	73	89	0
0.28	0.36	73	92	0
0.28	0.37	73	95	0
0.28	0.38	73	98	1
0.28	0.39	73	99	1
0.28	0.4	73	102	1
0.28	0.41	73	105	1
0.28	0.42	73	106	1
0.28	0.43	74	109	1
0.28	0.44	74	112	1
0.28	0.45	74	115	1
0.28	0.46	74	117	1
0.28	0.47	73	120	1
0.28	0.48	73	124	1
0.28	0.49	73	125	1
0.28	0.5	73	128	1
0.28	0.51	73	131	1
0.28	0.52	73	132	1
0.28	0.53	73	135	1
0.28	0.54	73	138	1
0.28	0.55	73	141	1
0.28	0.56	73	143	1
0.28	0.57	72	147	1
0.28	0.58	72	150	1
0.28	0.59	72	152	1
0.28	0.6	72	155	1
0.28	0.61	72	157	1
0.28	0.62	72	159	1
0.28	0.63	72	162	1
0.28	0.64	72	164	1
0.28	0.65	72	167	1
0.28	0.66	72	169	1
0.28	0.67	72	172	1
0.28	0.68	72	175	1
0.28	0.69	72	176	1
0.28	0.7	72	179	1
0.28	0.71	73	182	1
0.28	0.72	73	183	1
0.28	0.73	73	186	1
0.28	0.74	73	189	1
0.28	0.75	73	192	1
0.28	0.76	73	194	2
0.28	0.77	73	197	2
0.28	0.78	73	200	2
0.28	0.79	73	201	2
0.28	0.8	74	204	2
0.28	0.81	74	207	2
0.28	0.82	74	209	2
0.28	0.83	74	212	1
0.28	0.84	74	215	1
0.28	0.85	74	219	1
0.28	0.86	74	221	1
0.28	0.87	73	224	1
0.28	0.88	74	227	1
0.28	0.89	74	228	1
0.28	0.9	74	231	1
0.28	0.91	74	234	1
0.28	0.92	74	235	1
0.28	0.93	74	238	2
0.28	0.94	73	241	2
0.28	0.95	73	244	2
0.28	0.96	72	246	2
0.28	0.97	72	249	2
0.28	0.98	71	251	1
0.28	0.99	71	252	1
0.28	1.0	71	252	1
0.29	0.0	74	4	3
0.29	0.01	74	4	3
0.29	0.02	74	5	3
0.29	0.03	74	7	3
0.29	0.04	74	10	3
0.29	0.05	75	13	3
0.29	0.06	75	14	2
0.29	0.07	75	17	2
0.29	0.08	75	20	2
0.29	0.09	74	22	2
0.29	0.1	74	26	1
0.29	0.11	74	29	1
0.29	0.12	74	30	1
0.29	0.13	74	33	1
0.29	0.14	74	36	0
0.29	0.15	74	39	0
0.29	0.16	74	40	0
0.29	0.17	74	43	1
0.29	0.18	73	46	1
0.29	0.19	73	48	1
0.29	0.2	73	51	1
0.29	0.21	73	54	2
0.29	0.22	73	56	2
0.29	0.23	73	59	2
0.29	0.24	73	62	2
0.29	0.25	74	65	2
0.29	0.26	74	67	2
0.29	0.27	74	70	2
0.29	0.28	74	73	1
0.29	0.29	74	75	1
0.29	0.3	74	78	0
0.29	0.31	74	81	0
0.29	0.32	74	82	0
0.29	0.33	74	85	0
0.29	0.34	74	88	0
0.29	0.35	74	89	0
0.29	0.36	74	92	0
0.29	0.37	74	95	1
0.29	0.38	74	98	1
0.29	0.39	74	99	1
0.29	0.4	74	102	1
0.29	0.41	74	105	1
0.29	0.42	74	106	1
0.29	0.43	75	109	1
0.29	0.44	75	112	1
0.29	0.45	75	115	1
0.29	0.46	75	117	1
0.29	0.47	74	120	1
0.29	0.48	74	123	2
0.29	0.49	74	125	2
0.29	0.5	74	128	2
0.29	0.51	74	130	2
0.29	0.52	74	132	2
0.29	0.53	74	135	1
0.29	0.54	74	138	1
0.29	0.55	74	141	1
0.29	0.56	74	143	1
0.29	0.57	73	147	1
0.29	0.58	73	151	1
0.29	0.59	73	152	1
0.29	0.6	73	155	1
0.29	0.61	73	158	1
0.29	0.62	74	159	1
0.29	0.63	74	162	1
0.29	0.64	74	165	1
0.29	0.65	74	168	1
0.29	0.66	73	169	1
0.29	0.67	73	172	1
0.29	0.68	73	175	1
0.29	0.69	73	176	1
0.29	0.7	74	179	1
0.29	0.71	74	182	1
0.29	0.72	74	183	1
0.29	0.73	74	186	1
0.29	0.74	74	189	2
0.29	0.75	74	192	2
0.29	0.76	74	194	2
0.29	0.77	74	197	2
0.29	0.78	74	200	2
0.29	0.79	74	201	2
0.29	0.8	75	204	2
0.29	0.81	75	207	2
0.29	0.82	75	208	2
0.29	0.83	75	211	2
0.29	0.84	75	215	2
0.29	0.85	75	219	2
0.29	0.86	75	221	1
0.29	0.87	75	224	1
0.29	0.88	75	227	1
0.29	0.89	75	228	1
0.29	0.9	75	231	1
0.29	0.91	75	234	1
0.29	0.92	75	235	2
0.29	0.93	75	238	2
0.29	0.94	75	241	2
0.29	0.95	74	244	2
0.29	0.96	74	246	2
0.29	0.97	73	249	2
0.29	0.98	72	251	1
0.29	0.99	72	252	1
0.29	1.0	72	252	1
0.3	0.0	76	4	3
0.3	0.01	76	5	3
0.3	0.02	77	5	3
0.3	0.03	77	7	3
0.3	0.04	77	10	3
0.3	0.05	77	13	3
0.3	0.06	77	14	3
0.3	0.07	77	17	3
0.3	0.08	77	20	2
0.3	0.09	77	22	2
0.3	0.1	77	25	1
0.3	0.11	77	28	1
0.3	0.12	77	30	1
0.3	0.13	77	33	1
0.3	0.14	77	36	1
0.3	0.15	77	38	0
0.3	0.16	77	40	0
0.3	0.17	77	43	1
0.3	0.18	76	46	1
0.3	0.19	76	48	1
0.3	0.2	75	51	1
0.3	0.21	75	54	2
0.3	0.22	75	56	2
0.3	0.23	75	59	2
0.3	0.24	76	62	2
0.3	0.25	76	65	2
0.3	0.26	76	67	2
0.3	0.27	76	70	2
0.3	0.28	76	74	1
0.3	0.29	76	75	1
0.3	0.3	76	78	0
0.3	0.31	76	81	0
0.3	0.32	76	83	0
0.3	0.33	77	86	0
0.3	0.34	77	88	0
0.3	0.35	77	90	0
0.3	0.36	77	93	0
0.3	0.37	77	95	1
0.3	0.38	77	98	1
0.3	0.39	77	100	1
0.3	0.4	77	102	1
0.3	0.41	77	105	1
0.3	0.42	77	107	1
0.3	0.43	77	110	1
0.3	0.44	77	112	1
0.3	0.45	77	115	1
0.3	0.46	77	117	1
0.3	0.47	77	120	2
0.3	0.48	77	123	2
0.3	0.49	77	124	2
0.3	0.5	77	127	2
0.3	0.51	77	130	2
0.3	0.52	77	131	2
0.3	0.53	77	134	2
0.3	0.54	77	137	2
0.3	0.55	77	141	1
0.3	0.56	76	143	1
0.3	0.57	76	147	1
0.3	0.58	76	151	1
0.3	0.59	76	152	1
0.3	0.6	76	155	1
0.3	0.61	76	158	1
0.3	0.62	76	159	1
0.3	0.63	76	162	1
0.3	0.64	76	165	1
0.3	0.65	76	168	1
0.3	0.66	76	169	1
0.3	0.67	76	172	2
0.3	0.68	76	175	2
0.3	0.69	76	176	2
0.3	0.7	76	179	2
0.3	0.71	76	182	2
0.3	0.72	76	184	2
0.3	0.73	76	186	2
0.3	0.74	76	189	2
0.3	0.75	76	193	2
0.3	0.76	76	194	2
0.3	0.77	76	197	2
0.3	0.78	77	200	2
0.3	0.79	77	201	2
0.3	0.8	77	204	2
0.3	0.81	77	207	2
0.3	0.82	77	208	2
0.3	0.83	77	211	2
0.3	0.84	77	215	2
0.3	0.85	78	219	2
0.3	0.86	78	221	2
0.3	0.87	78	224	2
0.3	0.88	78	227	2
0.3	0.89	78	228	1
0.3	0.9	79	231	1
0.3	0.91	79	234	2
0.3	0.92	79	235	2
0.3	0.93	78	238	2
0.3	0.94	78	241	3
0.3	0.95	77	244	3
0.3	0.96	76	246	2
0.3	0.97	75	249	2
0.3	0.98	75	251	2
0.3	0.99	75	252	2
0.3	1.0	75	252	2
0.31	0.0	80	4	3
0.31	0.01	80	4	3
0.31	0.02	80	5	3
0.31	0.03	80	7	3
0.31	0.04	80	10	3
0.31	0.05	81	13	3
0.31	0.06	81	14	3
0.31	0.07	81	17	3
0.31	0.08	81	20	2
0.31	0.09	81	22	2
0.31	0.1	81	25	1
0.31	0.11	80	28	1
0.31	0.12	80	30	1
0.31	0.13	81	32	1
0.31	0.14	81	35	1
0.31	0.15	81	38	0
0.31	0.16	81	40	0
0.31	0.17	80	43	1
0.31	0.18	79	46	1
0.31	0.19	79	48	1
0.31	0.2	78	51	1
0.31	0.21	78	54	2
0.31	0.22	78	56	2
0.31	0.23	79	59	2
0.31	0.24	79	62	2
0.31	0.25	79	65	2
0.31	0.26	80	67	2
0.31	0.27	80	70	2
0.31	0.28	80	73	1
0.31	0.29	80	75	1
0.31	0.3	79	78	0
0.31	0.31	80	81	0
0.31	0.32	80	83	0
0.31	0.33	80	86	0
0.31	0.34	80	89	0
0.31	0.35	80	90	0
0.31	0.36	80	93	0
0.31	0.37	80	95	1
0.31	0.38	80	98	1
0.31	0.39	80	100	1
0.31	0.4	80	102	1
0.31	0.41	80	105	1
0.31	0.42	80	107	1
0.31	0.43	80	110	1
0.31	0.44	80	112	1
0.31	0.45	80	115	1
0.31	0.46	80	117	1
0.31	0.47	80	120	1
0.31	0.48	80	123	2
0.31	0.49	80	124	2
0.31	0.5	80	127	2
0.31	0.51	80	130	2
0.31	0.52	80	131	2
0.31	0.53	80	134	2
0.31	0.54	80	137	1
0.31	0.55	80	140	1
0.31	0.56	80	143	1
0.31	0.57	79	147	1
0.31	0.58	79	151	1
0.31	0.59	79	152	1
0.31	0.6	79	155	1
0.31	0.61	79	158	1
0.31	0.62	79	159	1
0.31	0.63	79	162	1
0.31	0.64	79	165	1
0.31	0.65	79	168	1
0.31	0.66	79	169	1
0.31	0.67	79	172	1
0.31	0.68	79	175	2
0.31	0.69	79	176	2
0.31	0.7	79	179	2
0.31	0.71	80	182	1
0.31	0.72	80	184	1
0.31	0.73	80	187	2
0.31	0.74	80	190	2
0.31	0.75	80	193	2
0.31	0.76	80	194	2
0.31	0.77	80	197	2
0.31	0.78	80	200	2
0.31	0.79	80	201	2
0.31	0.8	80	204	2
0.31	0.81	80	207	2
0.31	0.82	80	208	2
0.31	0.83	81	211	2
0.31	0.84	81	215	2
0.31	0.85	81	219	2
0.31	0.86	81	221	2
0.31	0.87	82	224	2
0.31	0.88	82	226	1
0.31	0.89	82	228	1
0.31	0.9	82	231	1
0.31	0.91	82	233	2
0.31	0.92	82	235	2
0.31	0.93	82	237	2
0.31	0.94	81	241	2
0.31	0.95	80	244	3
0.31	0.96	79	246	2
0.31	0.97	79	249	2
0.31	0.98	78	251	2
0.31	0.99	78	252	2
0.31	1.0	78	252	1
0.32	0.0	81	4	3
0.32	0.01	81	4	3
0.32	0.02	82	5	3
0.32	0.03	82	7	3
0.32	0.04	82	10	3
0.32	0.05	82	13	3
0.32	0.06	83	14	3
0.32	0.07	83	17	2
0.32	0.08	83	20	2
0.32	0.09	83	22	2
0.32	0.1	83	25	1
0.32	0.11	82	28	1
0.32	0.12	82	30	1
0.32	0.13	83	32	1
0.32	0.14	83	35	0
0.32	0.15	83	38	0
0.32	0.16	83	40	0
0.32	0.17	82	43	1
0.32	0.18	81	46	1
0.32	0.19	81	48	1
0.32	0.2	80	51	1
0.32	0.21	80	54	1
0.32	0.22	80	56	1
0.32	0.23	80	59	2
0.32	0.24	81	62	2
0.32	0.25	81	65	2
0.32	0.26	81	67	2
0.32	0.27	81	70	1
0.32	0.28	81	73	1
0.32	0.29	81	75	1
0.32	0.3	81	78	0
0.32	0.31	81	81	0
0.32	0.32	81	82	0
0.32	0.33	82	85	0
0.32	0.34	82	88	0
0.32	0.35	82	90	0
0.32	0.36	82	93	0
0.32	0.37	82	95	1
0.32	0.38	82	98	1
0.32	0.39	82	100	1
0.32	0.4	82	103	1
0.32	0.41	82	105	1
0.32	0.42	82	107	1
0.32	0.43	82	110	1
0.32	0.44	82	112	1
0.32	0.45	82	115	1
0.32	0.46	82	117	1
0.32	0.47	82	120	1
0.32	0.48	82	123	1
0.32	0.49	82	124	2
0.32	0.5	82	127	2
0.32	0.51	82	130	2
0.32	0.52	82	131	2
0.32	0.53	82	134	1
0.32	0.54	82	137	1
0.32	0.55	82	140	1
0.32	0.56	82	142	1
0.32	0.57	81	147	1
0.32	0.58	81	151	1
0.32	0.59	81	152	1
0.32	0.6	81	155	1
0.32	0.61	81	158	1
0.32	0.62	81	159	1
0.32	0.63	81	162	1
0.32	0.64	81	165	1
0.32	0.65	81	168	1
0.32	0.66	81	169	1
0.32	0.67	81	172	1
0.32	0.68	81	175	1
0.32	0.69	81	176	1
0.32	0.7	81	179	1
0.32	0.71	82	182	1
0.32	0.72	82	184	1
0.32	0.73	82	187	1
0.32	0.74	82	190	2
0.32	0.75	82	193	2
0.32	0.76	82	194	2
0.32	0.77	82	197	2
0.32	0.78	82	200	2
0.32	0.79	82	201	2
0.32	0.8	82	204	2
0.32	0.81	82	207	2
0.32	0.82	82	208	2
0.32	0.83	82	211	2
0.32	0.84	83	215	2
0.32	0.85	83	219	2
0.32	0.86	83	220	1
0.32	0.87	83	223	1
0.32	0.88	84	226	1
0.32	0.89	84	228	1
0.32	0.9	84	230	1
0.32	0.91	84	233	1
0.32	0.92	84	234	2
0.32	0.93	83	237	2
0.32	0.94	83	240	2
0.32	0.95	82	244	2
0.32	0.96	81	246	2
0.32	0.97	80	249	2
0.32	0.98	80	251	1
0.32	0.99	80	252	1
0.32	1.0	80	252	1
0.33	0.0	85	3	2
0.33	0.01	85	4	2
0.33	0.02	85	4	2
0.33	0.03	85	7	2
0.33	0.04	86	10	2
0.33	0.05	86	13	2
0.33	0.06	87	14	2
0.33	0.07	87	17	2
0.33	0.08	87	20	2
0.33	0.09	87	22	2
0.33	0.1	87	25	1
0.33	0.11	87	28	1
0.33	0.12	87	30	1
0.33	0.13	87	32	0
0.33	0.14	87	35	0
0.33	0.15	87	38	0
0.33	0.16	87	39	0
0.33	0.17	86	42	0
0.33	0.18	86	46	1
0.33	0.19	85	48	1
0.33	0.2	84	51	1
0.33	0.21	84	54	1
0.33	0.22	84	56	1
0.33	0.23	84	59	1
0.33	0.24	84	62	1
0.33	0.25	85	65	1
0.33	0.26	85	66	1
0.33	0.27	85	69	1
0.33	0.28	85	72	1
0.33	0.29	85	74	1
0.33	0.3	85	77	0
0.33	0.31	85	80	0
0.33	0.32	85	82	0
0.33	0.33	86	85	0
0.33	0.34	86	88	0
0.33	0.35	86	90	0
0.33	0.36	86	92	0
0.33	0.37	86	95	1
0.33	0.38	86	98	1
0.33	0.39	86	100	1
0.33	0.4	86	103	1
0.33	0.41	86	105	1
0.33	0.42	86	107	1
0.33	0.43	87	110	1
0.33	0.44	87	112	1
0.33	0.45	87	115	1
0.33	0.46	87	117	1
0.33	0.47	86	120	1
0.33	0.48	86	123	1
0.33	0.49	86	124	1
0.33	0.5	86	127	1
0.33	0.51	86	130	1
0.33	0.52	87	131	1
0.33	0.53	87	134	1
0.33	0.54	86	137	1
0.33	0.55	86	140	1
0.33	0.56	85	142	1
0.33	0.57	85	147	1
0.33	0.58	84	150	1
0.33	0.59	84	152	1
0.33	0.6	84	154	1
0.33	0.61	84	157	1
0.33	0.62	84	159	1
0.33	0.63	85	161	1
0.33	0.64	85	164	1
0.33	0.65	84	167	1
0.33	0.66	84	169	1
0.33	0.67	84	172	1
0.33	0.68	84	174	1
0.33	0.69	85	176	1
0.33	0.7	85	179	1
0.33	0.71	85	182	1
0.33	0.72	86	184	1
0.33	0.73	86	187	1
0.33	0.74	86	190	1
0.33	0.75	86	193	1
0.33	0.76	86	194	1
0.33	0.77	86	197	2
0.33	0.78	86	200	2
0.33	0.79	86	201	2
0.33	0.8	86	204	1
0.33	0.81	86	207	1
0.33	0.82	86	208	1
0.33	0.83	86	211	1
0.33	0.84	87	215	1
0.33	0.85	87	218	1
0.33	0.86	87	220	1
0.33	0.87	87	223	1
0.33	0.88	87	226	1
0.33	0.89	87	227	1
0.33	0.9	87	230	1
0.33	0.91	87	233	1
0.33	0.92	87	234	1
0.33	0.93	87	237	2
0.33	0.94	86	240	2
0.33	0.95	85	243	2
0.33	0.96	85	245	2
0.33	0.97	84	249	1
0.33	0.98	83	251	1
0.33	0.99	83	251	1
0.33	1.0	83	251	1
0.34	0.0	88	3	1
0.34	0.01	88	3	1
0.34	0.02	88	4	1
0.34	0.03	89	6	2
0.34	0.04	90	9	2
0.34	0.05	90	13	2
0.34	0.06	90	14	2
0.34	0.07	91	17	2
0.34	0.08	91	20	1
0.34	0.09	91	22	1
0.34	0.1	91	25	1
0.34	0.11	91	28	1
0.34	0.12	91	29	1
0.34	0.13	91	32	1
0.34	0.14	91	35	0
0.34	0.15	91	38	0
0.34	0.16	91	39	0
0.34	0.17	90	42	0
0.34	0.18	90	46	0
0.34	0.19	89	48	1
0.34	0.2	88	51	1
0.34	0.21	88	54	1
0.34	0.22	88	56	1
0.34	0.23	88	59	1
0.34	0.24	88	62	1
0.34	0.25	88	64	1
0.34	0.26	88	66	1
0.34	0.27	88	69	1
0.34	0.28	88	72	1
0.34	0.29	88	74	1
0.34	0.3	88	77	0
0.34	0.31	89	79	0
0.34	0.32	89	81	0
0.34	0.33	89	85	1
0.34	0.34	90	88	1
0.34	0.35	90	89	1
0.34	0.36	90	92	1
0.34	0.37	90	95	1
0.34	0.38	90	98	1
0.34	0.39	90	100	1
0.34	0.4	90	103	0
0.34	0.41	90	105	0
0.34	0.42	90	107	0
0.34	0.43	90	110	0
0.34	0.44	91	112	0
0.34	0.45	91	115	0
0.34	0.46	91	117	0
0.34	0.47	90	120	1
0.34	0.48	90	123	1
0.34	0.49	90	124	1
0.34	0.5	90	127	1
0.34	0.51	91	130	1
0.34	0.52	91	131	1
0.34	0.53	91	134	1
0.34	0.54	90	137	1
0.34	0.55	90	140	1
0.34	0.56	89	142	1
0.34	0.57	88	146	1
0.34	0.58	88	150	1
0.34	0.59	88	151	1
0.34	0.6	88	154	1
0.34	0.61	88	157	1
0.34	0.62	88	158	1
0.34	0.63	88	161	1
0.34	0.64	88	164	1
0.34	0.65	88	167	1
0.34	0.66	88	168	1
0.34	0.67	88	171	1
0.34	0.68	88	174	1
0.34	0.69	88	176	1
0.34	0.7	89	179	1
0.34	0.71	89	182	1
0.34	0.72	90	184	1
0.34	0.73	90	187	1
0.34	0.74	90	190	1
0.34	0.75	90	193	1
0.34	0.76	90	194	1
0.34	0.77	90	197	1
0.34	0.78	90	200	1
0.34	0.79	90	201	1
0.34	0.8	90	204	1
0.34	0.81	90	207	1
0.34	0.82	90	208	1
0.34	0.83	90	211	1
0.34	0.84	90	214	1
0.34	0.85	90	218	1
0.34	0.86	90	219	1
0.34	0.87	90	222	1
0.34	0.88	90	225	1
0.34	0.89	90	227	1
0.34	0.9	91	229	1
0.34	0.91	91	232	1
0.34	0.92	91	234	1
0.34	0.93	90	236	1
0.34	0.94	90	239	1
0.34	0.95	89	243	1
0.34	0.96	88	245	1
0.34	0.97	87	248	1
0.34	0.98	87	250	1
0.34	0.99	87	251	1
0.34	1.0	86	251	1
0.35	0.0	90	3	1
0.35	0.01	90	3	1
0.35	0.02	90	4	1
0.35	0.03	91	6	1
0.35	0.04	91	9	1
0.35	0.05	92	13	1
0.35	0.06	92	14	1
0.35	0.07	92	17	1
0.35	0.08	93	20	1
0.35	0.09	93	22	1
0.35	0.1	92	25	1
0.35	0.11	92	28	1
0.35	0.12	92	29	1
0.35	0.13	92	32	1
0.35	0.14	93	35	1
0.35	0.15	93	38	0
0.35	0.16	93	39	0
0.35	0.17	92	42	0
0.35	0.18	91	46	1
0.35	0.19	91	48	1
0.35	0.2	90	51	1
0.35	0.21	90	54	1
0.35	0.22	90	56	1
0.35	0.23	90	59	1
0.35	0.24	90	62	1
0.35	0.25	90	64	1
0.35	0.26	90	66	1
0.35	0.27	90	69	1
0.35	0.28	90	72	1
0.35	0.29	90	73	1
0.35	0.3	90	76	0
0.35	0.31	90	79	1
0.35	0.32	90	81	1
0.35	0.33	91	84	1
0.35	0.34	92	88	1
0.35	0.35	92	89	1
0.35	0.36	92	92	1
0.35	0.37	92	95	1
0.35	0.38	92	98	1
0.35	0.39	92	100	0
0.35	0.4	92	103	0
0.35	0.41	92	105	0
0.35	0.42	92	107	0
0.35	0.43	92	110	0
0.35	0.44	92	113	0
0.35	0.45	92	115	0
0.35	0.46	92	117	0
0.35	0.47	92	120	0
0.35	0.48	92	123	0
0.35	0.49	92	124	0
0.35	0.5	92	127	0
0.35	0.51	92	130	0
0.35	0.52	92	131	0
0.35	0.53	92	134	0
0.35	0.54	92	137	0
0.35	0.55	92	140	1
0.35	0.56	91	142	1
0.35	0.57	90	146	1
0.35	0.58	90	150	1
0.35	0.59	89	151	1
0.35	0.6	89	154	1
0.35	0.61	89	157	1
0.35	0.62	90	158	1
0.35	0.63	90	161	1
0.35	0.64	90	164	1
0.35	0.65	90	167	1
0.35	0.66	89	168	1
0.35	0.67	89	171	1
0.35	0.68	90	174	0
0.35	0.69	90	176	0
0.35	0.7	90	179	0
0.35	0.71	91	182	0
0.35	0.72	91	184	0
0.35	0.73	92	187	0
0.35	0.74	92	190	1
0.35	0.75	92	193	1
0.35	0.76	92	194	1
0.35	0.77	92	197	1
0.35	0.78	92	200	1
0.35	0.79	92	201	1
0.35	0.8	92	204	1
0.35	0.81	92	207	1
0.35	0.82	92	208	1
0.35	0.83	92	211	1
0.35	0.84	92	214	1
0.35	0.85	92	218	1
0.35	0.86	92	219	1
0.35	0.87	92	222	1
0.35	0.88	92	225	1
0.35	0.89	92	226	1
0.35	0.9	92	229	1
0.35	0.91	92	232	1
0.35	0.92	92	233	1
0.35	0.93	92	236	1
0.35	0.94	91	239	1
0.35	0.95	90	243	1
0.35	0.96	90	245	1
0.35	0.97	89	248	1
0.35	0.98	88	250	1
0.35	0.99	88	251	1
0.35	1.0	88	251	0
0.36	0.0	93	3	1
0.36	0.01	93	3	1
0.36	0.02	93	4	1
0.36	0.03	94	6	1
0.36	0.04	94	9	1
0.36	0.05	95	13	1
0.36	0.06	95	14	1
0.36	0.07	95	17	1
0.36	0.08	95	20	1
0.36	0.09	95	22	1
0.36	0.1	95	25	1
0.36	0.11	95	28	1
0.36	0.12	95	29	1
0.36	0.13	95	32	1
0.36	0.14	95	35	1
0.36	0.15	95	38	1
0.36	0.16	95	39	1
0.36	0.17	95	42	1
0.36	0.18	94	46	1
0.36	0.19	94	48	1
0.36	0.2	93	52	1
0.36	0.21	93	55	1
0.36	0.22	93	56	1
0.36	0.23	93	59	1
0.36	0.24	93	62	1
0.36	0.25	93	65	1
0.36	0.26	93	66	1
0.36	0.27	93	69	1
0.36	0.28	93	72	1
0.36	0.29	93	73	1
0.36	0.3	93	76	1
0.36	0.31	93	79	1
0.36	0.32	93	81	1
0.36	0.33	94	84	1
0.36	0.34	94	88	1
0.36	0.35	94	89	1
0.36	0.36	95	92	1
0.36	0.37	95	95	1
0.36	0.38	95	98	0
0.36	0.39	94	100	0
0.36	0.4	94	103	0
0.36	0.41	95	106	0
0.36	0.42	95	107	0
0.36	0.43	95	110	0
0.36	0.44	95	113	0
0.36	0.45	95	116	0
0.36	0.46	95	117	0
0.36	0.47	95	120	0
0.36	0.48	95	123	0
0.36	0.49	95	125	0
0.36	0.5	95	127	0
0.36	0.51	95	130	0
0.36	0.52	95	132	0
0.36	0.53	95	135	0
